Assetnumber,AssetName,AssetType,ConstructionType,Maintainance State,Buildyear,Maintainer,Owner,Status,Width,Length,Area,Location,Latitude,Longitude,Passage road-width,Passage road-height,Passage sail-width,Passage sail-height,Technical lifespan expires,OBJECT_GUID,Area,Connection Type,Neighborhood,City,RD-X,RD-Y
1031,Krompoort,Verkeersbrug,Underpass,3. Reasonable,1976,SB AIB,Gemeente Almere,Existing,9.7,6.2,60.1,Rotonde Noorderdreef,52.3509026,5.2170244,0,0,0,0,2300,29D8A2970333C5C5E0500A0A57326FCA,Westerdreef,Hoofdwegen,De Gouwen,Almere Haven,143543.591,484002.881
1047,Keipoort,Verkeersbrug,Underpass,3. Reasonable,1977,SB AIB,Gemeente Almere,Existing,9.5,6.2,58.9,Keiwierde 1~34,52.3405284,5.2092578,5.2,2.7,0,0,2300,29D8A296D242C5C5E0500A0A57326FCA,Montessoripad,Woongebied,De Wierden,Almere Haven,142919.728,483587.519
1068,Oldepoort,Verkeersbrug,Underpass,3. Reasonable,1977,SB AIB,Gemeente Almere,Existing,9.5,6.2,58.9,Oldewierde 118~164,52.3381734,5.209047,5.2,2.7,0,0,2300,29D8A2970341C5C5E0500A0A57326FCA,Oldewierde,Woongebied,De Wierden,Almere Haven,142938.45,483378.753
2019,Zeelandsepoort,Verkeersbrug,Underpass,3. Reasonable,1979,SB AIB,Gemeente Almere,Existing,19,5.5,104.5,Madernastraat 34~76,52.3621753,5.1952817,3.7,,,,2300,29D8A296D20CC5C5E0500A0A57326FCA,Stedendreef,Woongebied,Muziekwijk,Almere Stad,141982.252,485982.363
2020,Zuid Hollandsepoort,Verkeersbrug,Underpass,3. Reasonable,1979,SB AIB,Gemeente Almere,Existing,19,19,104.5,Stedendreef 4,52.372331,5.2021837,3.7,,,,2300,29D8A297034EC5C5E0500A0A57326FCA,Stedendreef,Hoofdwegen,Muziekwijk,Almere Stad,142227.019,486123.556
2253,Baljuwpoort,Verkeersbrug,Underpass,3. Reasonable,1985,SB AIB,Gemeente Almere,Existing,18.5,10,185,Landdrostdreef,52.3747441,5.2213805,8.7,2.6,,,2100,29D8A297036AC5C5E0500A0A57326FCA,Landdrostdreef,Hoofdwegen,Centrum Almere Stad,Almere Stad,143721.877,487341.111
2261,Karoenpoort,Verkeersbrug,Underpass,3. Reasonable,1991,SB AIB,Gemeente Almere,Existing,8.8,27.1,476,Veluwedreef_Danswijk 1,52.3631435,5.2506273,7,4,0,0,2100,29D8A296DBC3C5C5E0500A0A57326FCA,Veluwedreef,Hoofdwegen,Filmwijk,Almere Stad,145768.579,485996.349
2269,Hoefbladpoort,Verkeersbrug,Underpass,3. Reasonable,1991,SB AIB,Gemeente Almere,Existing,8.8,39.2,690,Nathalie Woodbrug,52.3692744,5.236272,6.5,0,13,3.1,2100,29D8A296DBC8C5C5E0500A0A57326FCA,Veluwedreef,Groengebieden/Parken,Filmwijk,Almere Stad,144878.319,486972.448
2272,Parkwijkpoort,Verkeersbrug,Underpass,3. Reasonable,1991,SB AIB,Gemeente Almere,Existing,14.3,9.1,212,Veluwedreef_Parkwijk 5,52.3705653,5.2388074,5,2.6,0,0,2100,29D8A297036FC5C5E0500A0A57326FCA,Veluwedreef,Hoofdwegen,Filmwijk,Almere Stad,144680.1617,487343.0896
2273,Ben Turpinpoort,Verkeersbrug,Underpass,3. Reasonable,1991,SB AIB,Gemeente Almere,Existing,16.5,10.5,173.3,Cinemadreef 1,52.3728033,5.2282627,5,2.4,0,0,2100,29D8A296DBCAC5C5E0500A0A57326FCA,Cinemadreef,Hoofdwegen,Filmwijk,Almere Stad,144404.465,487324.192
2274,Boomgaardpoort,Verkeersbrug,Underpass,3. Reasonable,1991,SB AIB,Gemeente Almere,Existing,9.2,27.5,506,BB Boomgaardpoort,52.1794276,5.3616879,7,4,0,0,2100,29D8A2970370C5C5E0500A0A57326FCA,Veluwedreef,Hoofdwegen,Filmwijk,Almere Stad,144735.376,487213.541
2275,Pereboompoort,Verkeersbrug,Underpass,3. Reasonable,1991,SB AIB,Gemeente Almere,Existing,12,9.5,198.6,Veluwedreef_Parkwijk 3,52.3705653,5.2388074,5,2.6,0,0,2100,29D8A296D248C5C5E0500A0A57326FCA,Veluwedreef,Hoofdwegen,Filmwijk,Almere Stad,144996.162,486776.917
2276,Pim de Wijspoort,Verkeersbrug,Underpass,3. Reasonable,1991,SB AIB,Gemeente Almere,Existing,8.8,9.5,161.5,Veluwedreef_Parkwijk 1,52.3705653,5.2388074,5,2.6,0,0,2100,29D8A2970371C5C5E0500A0A57326FCA,Veluwedreef,Hoofdwegen,Filmwijk,Almere Stad,145265.932,486612.002
2277,Bunuelpoort,Verkeersbrug,Underpass,3. Reasonable,1991,SB AIB,Gemeente Almere,Existing,12,9,196.5,Veluwedreef_Danswijk 3,52.3631435,5.2506273,5,2.6,0,0,2100,29D8A296D249C5C5E0500A0A57326FCA,Veluwedreef,Hoofdwegen,Filmwijk,Almere Stad,145473.041,486492.565
2279,Veluwsepoort,Verkeersbrug,Underpass,3. Reasonable,1991,SB AIB,Gemeente Almere,Existing,21.2,16,340,Veluwedreef_Veluwsekant 2,52.3583502,5.2550635,5,2.7,,,2100,29D8A2970373C5C5E0500A0A57326FCA,Veluwedreef,Hoofdwegen,Veluwsekant,Almere Stad,146007.064,485589.133
2280,Louis de Funespoort,Verkeersbrug,Underpass,3. Reasonable,1991,SB AIB,Gemeente Almere,Existing,16.5,10.5,173.3,Cinemadreef 2,52.3725691,5.2276423,5,2.4,0,0,2100,29D8A296D24AC5C5E0500A0A57326FCA,Cinemadreef,Hoofdwegen,Filmwijk,Almere Stad,144191.018,487271.099
2504,Blaasbalgpoort,Verkeersbrug,Underpass,3. Reasonable,1979,SB AIB,Gemeente Almere,Existing,18,7.3,131.4,Landdrostdreef_Randstaddreef,52.3774555,5.225969,14,,,,2200,29D8A296D25EC5C5E0500A0A57326FCA,Randstaddreef,Hoofdwegen,Randstad,Almere Stad,143908.385,487801.289
2513,Winkelhaakpoort,Verkeersbrug,Underpass,3. Reasonable,1979,SB AIB,Gemeente Almere,Existing,9,6.5,117,Markerdreef 1,52.3861915,5.2163701,6,2.7,,,2300,29D8A296D263C5C5E0500A0A57326FCA,Markerdreef,Hoofdwegen,Markerkant,Almere Stad,143391.11,488787.895
2533,Capitulatiebrug,Verkeersbrug,Underpass,3. Reasonable,1990,SB AIB,Gemeente Almere,Existing,8.7,10.5,91.4,Humberpad,52.3805482,5.2359513,7,2.6,,,2100,29D8A2970395C5C5E0500A0A57326FCA,Capitulatiepad,Groengebieden/Parken,Verzetswijk,Almere Stad,144569.849,487873.908
2534,5 Meipoort,Verkeersbrug,Underpass,3. Reasonable,1990,SB AIB,Gemeente Almere,Existing,8,8.5,68,Vrijheidsdreef 2,52.3442203,4.617639,7,2.6,,,2100,29D8A296D26FC5C5E0500A0A57326FCA,Vrijheidsdreef,Hoofdwegen,Verzetswijk,Almere Stad,144725.919,488061.726
2537,Atletiekpoort,Verkeersbrug,Underpass,3. Reasonable,1990,SB AIB,Gemeente Almere,Existing,13,9.5,123.5,Vrijheidsdreef 6,50.8928193,4.4666619,7.4,2.6,,,2100,29D8A2970397C5C5E0500A0A57326FCA,Vrijheidsdreef,Hoofdwegen,Tussen de Vaarten,Almere Stad,145636.934,488705.19
2546,Schipbeekpoort,Verkeersbrug,Underpass,3. Reasonable,1990,SB AIB,Gemeente Almere,Existing,16.6,8,132.8,Randstaddreef_Randstad 2,,,14.8,,,,2100,29D8A2970398C5C5E0500A0A57326FCA,Randstaddreef,Hoofdwegen,Randstad,Almere Stad,144329.327,487680.697
2752,Hamerbrug,Verkeersbrug,Underpass,3. Reasonable,1979,SB AIB,Gemeente Almere,Existing,18,,131.4,Spoordreef_Markerdreef,52.3715179,5.215477,14,,,,2200,29D8A297039CC5C5E0500A0A57326FCA,Spoordreef,Hoofdwegen,Markerkant,Almere Stad,143265.573,488174.082
2756,Lieftinckpoort,Verkeersbrug,Underpass,3. Reasonable,1979,SB AIB,Gemeente Almere,Existing,18,7.3,131.4,Spoordreef_Staatsliedenwijk 1,52.3734865,5.2149066,14,2.5,,,2200,29D8A297039EC5C5E0500A0A57326FCA,Spoordreef,Hoofdwegen,Staatsliedenwijk,Almere Stad,143141.342,487728.763
2759,Algerapoort,Verkeersbrug,Underpass,3. Reasonable,1979,SB AIB,Gemeente Almere,Existing,18,7.3,131.4,Spoordreef_Waddendreef,52.3751158,5.2152497,14,,,,2200,29D8A296D27FC5C5E0500A0A57326FCA,Spoordreef,Hoofdwegen,Centrum Almere Stad,Almere Stad,143263.866,487594.191
2765,Beatrixpoort,Verkeersbrug,Underpass,3. Reasonable,1980,SB AIB,Gemeente Almere,Existing,9.7,20.3,196.91,Waddendreef_Beatrixpark 2,52.3823094,5.1984358,6.9,2.7,0,0,2100,29D8A296D282C5C5E0500A0A57326FCA,Waddendreef,Hoofdwegen,Kruidenwijk,Almere Stad,142560.501,487267.759
2771,Klein Brandtpoort,Verkeersbrug,Underpass,3. Reasonable,1979,SB AIB,Gemeente Almere,Existing,18.4,36.6,336.7,Klein Brandt 2,52.3724407,5.1995998,5.9,2.6,0,0,2200,29D8A296D285C5C5E0500A0A57326FCA,Beatrixpad,Groengebieden/Parken,Muziekwijk,Almere Stad,141953.805,487423.191
2778,Sjalotpoort,Verkeersbrug,Underpass,3. Reasonable,1987,SB AIB,Gemeente Almere,Existing,19,27.3,518.6,Muziekdreef 4,52.3769198,5.1918727,17.6,3.9,,,2100,29D8A296D28AC5C5E0500A0A57326FCA,Muziekdreef,Groengebieden/Parken,Kruidenwijk,Almere Stad,141542.72,487869.662
2779,Weidekruidpoort,Verkeersbrug,Underpass,3. Reasonable,1979,SB AIB,Gemeente Almere,Existing,18,7.3,131.4,Menuetstraat 5~27,,,7.4,2.5,,,2200,29D8A29703A6C5C5E0500A0A57326FCA,Muziekdreef,Woongebied,Muziekwijk,Almere Stad,141329.712,488009.23
3010,Windvangpoort,Verkeersbrug,Underpass,3. Reasonable,1982,SB AIB,Gemeente Almere,Existing,9.5,11.2,106.4,Oliemolenstraat 59~81,52.3967284,5.2668608,5.2,,,,2100,29D8A29703B4C5C5E0500A0A57326FCA,Windvangpad,Bedrijventerreinen,Molenbuurt,Almere Buiten,146769.265,489871.495
3054,Tijdpoort,Verkeersbrug,Underpass,3. Reasonable,1996,SB AIB,Gemeente Almere,Existing,9,9.5,85.5,Bosranddreef 6,52.4068147,5.2888212,7,,,,2100,29D8A296D29CC5C5E0500A0A57326FCA,Bosranddreef,Hoofdwegen,Oostvaardersbuurt,Almere Buiten,148539.759,490680.764
3301,Zebrabrug,Verkeersbrug,Underpass,3. Reasonable,1985,SB AIB,Gemeente Almere,Existing,16.2,13.1,212.2,Buitenhoutsedreef 6,52.384924,5.2796658,4,2.6,,,2100,29D8A296D2A0C5C5E0500A0A57326FCA,Buitenhoutsedreef,Hoofdwegen,Bloemenbuurt,Almere Buiten,147643.633,488622.499
3316,Cyclaampoort,Verkeersbrug,Underpass,3. Reasonable,1985,SB AIB,Gemeente Almere,Existing,12.7,13.2,167.6,Buitenhoutsedreef 3,52.384924,5.2796658,5,2.6,,,2100,29D8A296D36BC5C5E0500A0A57326FCA,Buitenhoutsedreef,Hoofdwegen,Bloemenbuurt,Almere Buiten,147375.786,489009.02
3319,Topaasbrug,Verkeersbrug,Underpass,3. Reasonable,1991,SB AIB,Gemeente Almere,Existing,10.8,9.5,102.6,Spectrumdreef 4,52.3938088,5.3057611,6,2.6,0,0,2100,29D8A296D36DC5C5E0500A0A57326FCA,Spectrumdreef,Hoofdwegen,Regenboogbuurt,Almere Buiten,149000.497,490005.565
3321,Tasmaniebrug,Verkeersbrug,Underpass,3. Reasonable,1991,SB AIB,Gemeente Almere,Existing,9.5,31.7,301.2,Midwaystraat,52.3956301,5.3041742,7,3.5,0,0,2100,29D8A296D36FC5C5E0500A0A57326FCA,Spectrumdreef,Bedrijventerreinen,Eilandenbuurt,Almere Buiten,149324.438,489655.278
0004,Peppenbrug,Fiets-voetbrug,Wood,3. Reasonable,2007,SB AIB,Gemeente Almere,Existing,3,4,12,Peppenbrug,52.3483028,5.2093,2.8,,3.1,1.4,2047,318630A66B543498E0535B320A0A7C56,Muidergouw,Groengebieden/Parken,overig Almere Haven,Almere Haven,142881.385,484504.435
0005,Tussenbrug,Fiets-voetbrug,Wood,3. Reasonable,2007,SB AIB,Gemeente Almere,Existing,3.5,4.2,14.7,Tussenbrug,51.4091568,5.1682864,3.2,,3.4,1.5,2047,318630A66B563498E0535B320A0A7C56,Burgerspad,Groengebieden/Parken,overig Almere Haven,Almere Haven,142572.752,484335.572
0006,Farflerbrug,Fiets-voetbrug,Wood,3. Reasonable,2007,SB AIB,Gemeente Almere,Existing,2.8,21.1,57,Farflerbrug,,,4,,8.9,1.5,2047,318630A66B573498E0535B320A0A7C56,Farflerpad,Groengebieden/Parken,overig Almere Haven,Almere Haven,142419.359,484543.598
0015,Dunlopbrug,Fiets-voetbrug,Wood,3. Reasonable,1981,SB AIB,Gemeente Almere,plan,3.5,18.7,65.45,Rechte Wetering_Dunlopbrug,52.1472951,4.4830766,3.1,,5.8,1.8,2021,29D8A296D425C5C5E0500A0A57326FCA,Rechte wetering,Groengebieden/Parken,overig Almere Haven,Almere Haven,141590.194,484320.132
0024,2e Blanchardbrug,Fiets-voetbrug,Wood,3. Reasonable,1983,Staatsbosbeheer,Gemeente Almere,Existing,4,21.5,86,Kromslootpark 1,52.3373845,5.177393,2.7,,6.5,2,2023,29D8A296D426C5C5E0500A0A57326FCA,Blanchardpad,Buitengebied,overig Almere Haven,Almere Haven,139603.435,482810.59
1004,Zandbrug,Fiets-voetbrug,Wood,3. Reasonable,1980,SB AIB,Gemeente Almere,plan,2.7,25.7,69.39,Kimbrug,40.4819697,-88.9426306,,,8.5,2.3,2020,29D8A296D972C5C5E0500A0A57326FCA,Marktgracht,Groengebieden/Parken,De Wierden,Almere Haven,142906.3235,483163.9262
1043,Groenbrug,Fiets-voetbrug,Wood,3. Reasonable,1980,SB AIB,Gemeente Almere,plan,3.75,36.8,138,Boerderijbrug,52.3419034,5.215563,3.5,,9,2,2020,29D8A296D240C5C5E0500A0A57326FCA,Polderhofpad,Groengebieden/Parken,De Hoven,Almere Haven,143324.061,483865.335
2003,Limburgsebrug,Fiets-voetbrug,Wood,3. Reasonable,1982,SB AIB,Gemeente Almere,History,5.2,25.4,132.08,Weerwater_Stedenwijk,52.3595569,5.2046047,4.8,,10.5,2,2022,29D8A2970345C5C5E0500A0A57326FCA,Fontanapad,Groengebieden/Parken,overig Almere Stad,Almere Stad,143040.275,485612.481
2023,Breukelenbrug,Fiets-voetbrug,Wood,3. Reasonable,1980,SB AIB,Gemeente Almere,History,2.6,15.3,39.78,Breukelenbrug,40.6869344,-74.0016323,2.2,,5.5,2.5,2020,29D8A296D20FC5C5E0500A0A57326FCA,Leerdampad,Groengebieden/Parken,Stedenwijk,Almere Stad,142680.599,486330.091
2046,Makkumbrug,Fiets-voetbrug,Wood,3. Reasonable,2018,SB AIB,Gemeente Almere,History,5.4,38.6,208.5,Makkumbrug,52.3729703,5.2070132,5.1,,9.8,2.6,2100,29D8A296D21AC5C5E0500A0A57326FCA,Componistenpad,Groengebieden/Parken,Stedenwijk,Almere Stad,142732.2269,487249.0679
2048,Zwembadbrug,Fiets-voetbrug,Wood,3. Reasonable,1984,SB AIB,Gemeente Almere,Existing,3.1,28.4,88.04,JS Bachbrug,42.1379851,-87.8405772,2.9,,7.8,2.1,2024,29D8A297035AC5C5E0500A0A57326FCA,Tsjaikowskypad,Groengebieden/Parken,Muziekwijk,Almere Stad,142431.605,486851.781
2248,KW2248,Fiets-voetbrug,Wood,3. Reasonable,2000,SB AIB,Gemeente Almere,Existing,1.5,15.8,23.7,Diafragmapad,52.3644703,5.2325378,1,,7,1.5,2050,29D8A2970368C5C5E0500A0A57326FCA,Tuschinskypad,Groengebieden/Parken,Filmwijk,Almere Stad,144370.086,486222.414
2505,Golda Meirbrug,Fiets-voetbrug,Wood,3. Reasonable,1983,SB AIB,Gemeente Almere,Existing,5.4,36.1,194.94,Rooseveltbrug,52.3776653,5.2217093,5,,7.3,2,2023,29D8A2970389C5C5E0500A0A57326FCA,Stadswetering,Groengebieden/Parken,Staatsliedenwijk,Almere Stad,143715.268,487928.723
2507,Dinkelbrug,Fiets-voetbrug,Wood,3. Reasonable,1985,SB AIB,Gemeente Almere,Existing,5.3,39.1,207.23,Dinkelbrug,52.250073,7.0196955,4.9,,8.5,2,2036,29D8A297038AC5C5E0500A0A57326FCA,Stadswetering,Groengebieden/Parken,Waterwijk,Almere Stad,144026.783,488035.478
2514,IJsselbrug,Fiets-voetbrug,Wood,3. Reasonable,1981,SB AIB,Gemeente Almere,Existing,3.5,25.5,89.25,IJsselmeerbrug,52.7978321,5.3235903,3.2,,7.5,2,2050,29D8A297038DC5C5E0500A0A57326FCA,IJsselpad,Groengebieden/Parken,Waterwijk,Almere Stad,143652.109,488691.941
2519,Baarsbrug,Fiets-voetbrug,Wood,3. Reasonable,1981,SB AIB,Gemeente Almere,plan,3.5,25.5,89.25,Zalmbrug,51.8082506,5.083035,3.2,,7.5,2,2021,29D8A297038FC5C5E0500A0A57326FCA,Baarsweg,Groengebieden/Parken,Waterwijk,Almere Stad,144246.537,489178.468
2552,,Fiets-voetbrug,Wood,3. Reasonable,2006,SB AIB,Gemeente Almere,Existing,1.3,7,9.1,Vrijheidspad 1,52.3468241,4.9110786,1.3,,1.3,0.8,2046,318630A66B933498E0535B320A0A7C56,Vrijheidspad,Groengebieden/Parken,Tussen de Vaarten,Almere Stad,145390.275,488691.575
2553,,Fiets-voetbrug,Wood,3. Reasonable,2006,SB AIB,Gemeente Almere,Existing,1.3,7,9.1,Discuslaan,52.3867674,5.2468213,1.3,,1.5,0.9,2046,318630A66B943498E0535B320A0A7C56,Discuslaan,Groengebieden/Parken,Tussen de Vaarten,Almere Stad,145505.195,488713.585
2554,,Fiets-voetbrug,Wood,3. Reasonable,2006,SB AIB,Gemeente Almere,Existing,1.3,8,10.4,Vrijheidspad 2,,,1.3,,2.2,1.1,2046,318630A66B953498E0535B320A0A7C56,Vrijheidspad,Groengebieden/Parken,Tussen de Vaarten,Almere Stad,145692.334,488869.986
2556,,Fiets-voetbrug,Wood,3. Reasonable,2006,SB AIB,Gemeente Almere,Existing,1.3,7,9.1,Biathlonweg 3,52.392829,5.2500205,1.3,,1.8,0.9,2046,318630A66B963498E0535B320A0A7C56,Biathlonpoort,Groengebieden/Parken,Tussen de Vaarten,Almere Stad,145852.386,488965.555
2557,,Fiets-voetbrug,Wood,3. Reasonable,2006,SB AIB,Gemeente Almere,Existing,1.3,7,9.1,Discuslaan,52.3867674,5.2468213,1.3,,2.2,1.1,2046,318630A66B973498E0535B320A0A7C56,Atletiekpad,Groengebieden/Parken,Tussen de Vaarten,Almere Stad,145548.554,488816.699
2768,Schommelbrug,Fiets-voetbrug,Wood,3. Reasonable,1982,SB AIB,Gemeente Almere,Existing,3.2,24.6,78.72,Schommelbrug,52.3747266,5.2002742,2.8,,7.5,1.5,2037,29D8A29703A2C5C5E0500A0A57326FCA,Skeelerbaan Zuid,Groengebieden/Parken,Kruidenwijk,Almere Stad,142260.652,487439.419
2785,Hockeybrug,Fiets-voetbrug,Wood,3. Reasonable,1990,SB AIB,Gemeente Almere,Existing,3.1,21.9,67.89,Pianobrug,37.09024,-95.712891,0,0,11,2,2030,29D8A296D28CC5C5E0500A0A57326FCA,Beatrixpad,Groengebieden/Parken,Muziekwijk,Almere Stad,141680.189,487261.104
2801,Peperbrug,Fiets-voetbrug,Wood,3. Reasonable,1985,SB AIB,Gemeente Almere,Existing,3.4,26,88.4,Peperbrug,52.3714799,4.9073095,3,,10.5,2,2036,29D8A296D1E2C5C5E0500A0A57326FCA,Peperstraat,Groengebieden/Parken,Kruidenwijk,Almere Stad,142022.376,487970.717
2806,Dillebrug,Fiets-voetbrug,Wood,3. Reasonable,1985,SB AIB,Gemeente Almere,Existing,5.4,28,151.2,Basilicumbrug,52.3797935,5.2086013,5,,8,2,2034,29D8A296D1E7C5C5E0500A0A57326FCA,Dillepad,Groengebieden/Parken,Kruidenwijk,Almere Stad,142784.195,487904.188
3006,Oranjewoud,Fiets-voetbrug,Wood,3. Reasonable,1975,SB AIB,Gemeente Almere,plan,2.5,23.2,58,Oranjewoudbrug 1,52.9504028,5.9633787,2,,8.5,2,2015,29D8A29703B2C5C5E0500A0A57326FCA,Piet Moeskopspad,Groengebieden/Parken,Bouwmeesterbuurt,Almere Buiten,146685.252,489417.382
3007,Wildenborchbrug,Fiets-voetbrug,Wood,3. Reasonable,1989,SB AIB,Gemeente Almere,Existing,4,23,92,Oranjewoudbrug 1,52.9504028,5.9633787,3.7,,8.4,2,2049,29D8A296D224C5C5E0500A0A57326FCA,G.A. Overdijkinkpad,Groengebieden/Parken,Bouwmeesterbuurt,Almere Buiten,146794.8849,489494.0958
3012,Oslobrug,Fiets-voetbrug,Wood,3. Reasonable,1986,SB AIB,Gemeente Almere,Existing,2.7,23,62.1,Parijsbrug 2,,,2.3,,8.3,2,2026,29D8A29703B5C5C5E0500A0A57326FCA,Piet Moeskopspad,Groengebieden/Parken,Molenbuurt,Almere Buiten,147358.077,489887.74
3017,Jaap Edenbrug,Fiets-voetbrug,Wood,3. Reasonable,1986,SB AIB,Gemeente Almere,Existing,4.4,22.3,98.12,Stellingmolenbrug 1,52.4026091,5.2710354,4.1,,8.5,2,2038,29D8A29703B7C5C5E0500A0A57326FCA,Jaap Edenpad,Groengebieden/Parken,Molenbuurt,Almere Buiten,147267.214,490679.162
3023,E.F. van de Banbrug,Fiets-voetbrug,Wood,3. Reasonable,1986,SB AIB,Gemeente Almere,Existing,2.5,22,55,WM Dudokbrug,52.3983152,5.2607378,2.3,,6.9,2,2026,29D8A29703BAC5C5E0500A0A57326FCA,Pirellipad,Groengebieden/Parken,Bouwmeesterbuurt,Almere Buiten,146268.555,489980.644
3045,Genevebrug,Fiets-voetbrug,Wood,3. Reasonable,1989,SB AIB,Gemeente Almere,Existing,2.6,24.5,63.7,Genevebrug 1,,,2.4,,10,2.5,2039,29D8A296D297C5C5E0500A0A57326FCA,Moskoustraat,Groengebieden/Parken,Seizoenenbuurt,Almere Buiten,147770.917,490009.113
3060,Hollandiabrug,Fiets-voetbrug,Wood,3. Reasonable,1999,SB AIB,Gemeente Almere,Existing,4.2,21.6,90.72,V.O.C. Brug,51.9062234,4.4497566,4,,6.6,1.8,2039,29D8A296D29EC5C5E0500A0A57326FCA,Reijgersdaalstraat,Groengebieden/Parken,Oostvaardersbuurt,Almere Buiten,149192.645,491115.48
3061,V.O.C. brug,Fiets-voetbrug,Wood,3. Reasonable,1999,SB AIB,Gemeente Almere,Existing,4.2,21.8,91.56,V.O.C. Brug,51.9062234,4.4497566,3.8,,6.6,1.8,2039,29D8A29703C6C5C5E0500A0A57326FCA,Reijgersdaalstraat,Groengebieden/Parken,Oostvaardersbuurt,Almere Buiten,149352.107,490880.354
3333,Robijnbrug,Fiets-voetbrug,Wood,3. Reasonable,1994,SB AIB,Gemeente Almere,Existing,3.2,27.4,87.68,Robijnplantsoen,52.3927179,5.293152,3,,5,0.4,2054,29D8A2970313C5C5E0500A0A57326FCA,Gerrit Schultepad,Groengebieden/Parken,Regenboogbuurt,Almere Buiten,148625.582,489491.596
3344,Andre Franquinbrug,Fiets-voetbrug,Wood,3. Reasonable,2003,SB AIB,Gemeente Almere,Existing,4.2,25.8,108.36,André Franquinbrug 1,,,4,,7.8,1.5,2053,29D8A296F4A5C5C5E0500A0A57326FCA,Andre Franquinweg,Groengebieden/Parken,Eilandenbuurt,Almere Buiten,150059.9898,489874.8483
3385,Goscinnybrug,Fiets-voetbrug,Wood,3. Reasonable,2008,SB AIB,Gemeente Almere,Existing,4.5,24,108,Lucky Lukebrug,52.3986907,5.3237287,4.1,,8.7,2,2048,318630A66BC73498E0535B320A0A7C56,Goscinnypad,Groengebieden/Parken,Stripheldenbuurt,Almere Buiten,150774.0004,490221.5772
5001,Houtsnipbrug,Fiets-voetbrug,Wood,3. Reasonable,1995,SB AIB,Gemeente Almere,Existing,2.7,18.5,50,Gruttotocht 2,,,2.5,,9.1,2.5,2045,318630A66AE53498E0535B320A0A7C56,Houtsnippad,Groengebieden/Parken,overig Almere Hout,Almere Hout,151032.308,485520.081
8022,,Fiets-voetbrug,Wood,3. Reasonable,2006,SB AIB,Gemeente Almere,Existing,3.7,8.1,29.97,Verbindingspad,,,3.2,,3.4,0.8,2046,29D8A296F4DAC5C5E0500A0A57326FCA,Verbindingspad,Buitengebied,Buitenvaart,Almere Buiten,145535.8239,493249.3233
2271,Kraanvogelbrug,Verkeersbrug,Concrete,4. Moderate,1972,SB AIB,Gemeente Almere,Existing,14.5,103,1493.5,Hoge Vaart_Matissepad,40.7794366,-73.963244,7.4,,,,2200,318630A66AED3498E0535B320A0A7C56,Edgar Degaspad,Groengebieden/Parken,Tussen de Vaarten,Almere Stad,146589.525,486422.792
2525,Leeghwatersluisbrug,Verkeersbrug,Concrete,4. Moderate,1987,SB AIB,Gemeente Almere,Existing,4.9,26.3,128.87,Leeghwatersluis,52.3854555,5.238456,4.3,,8,3,2067,318630A66B8D3498E0535B320A0A7C56,Leeghwatersluis,Groengebieden/Parken,Waterwijk,Almere Stad,144874.0608,488630.2986
3391,Skatebrug,Verkeersbrug,Concrete,4. Moderate,2011,SB AIB,Gemeente Almere,Existing,3.9,24.1,93.99,Piet Pellebrug,,,2.24,,10,2.5,2091,318630A66BE83498E0535B320A0A7C56,Evenaar,Groengebieden/Parken,Eilandenbuurt,Almere Buiten,149500.2769,490669.3854
4114,,Verkeersbrug,Concrete,4. Moderate,2010,SB AIB,Gemeente Almere,Existing,21.4,14.6,312.44,Poortdreef 4,52.3431926,5.1453304,5,2,,,2090,318630A66BFA3498E0535B320A0A7C56,Poortdreef,Hoofdwegen,Duin,Almere Poort,138538.4206,483924.3229
4115,,Verkeersbrug,Concrete,4. Moderate,2010,SB AIB,Gemeente Almere,Existing,21.7,14.7,318.99,Olympiakwartier West 1,38.5614547,-91.0567779,14,3,,,2090,318630A66BE53498E0535B320A0A7C56,Poortdreef,Woongebied,Olympiakwartier west,Almere Poort,138757.3428,483539.4308
4116,,Verkeersbrug,Concrete,4. Moderate,2009,SB AIB,Gemeente Almere,Existing,11,12,132,Poortdreef 5d,52.3431926,5.1453304,4.5,,,,2089,318630A66BCB3498E0535B320A0A7C56,Poortdreef,Groengebieden/Parken,Duin,Almere Poort,138215.2918,484505.3114
2334,,Fiets-voetbrug,Steel,4. Moderate,2003,SB AIB,Gemeente Almere,Existing,1.4,7.1,9.9,Zwaluwpad,51.8269672,4.8174236,1.4,,1,1,,318630A66B8F3498E0535B320A0A7C56,Jozef Israelslaan,Groengebieden/Parken,Tussen de Vaarten,Almere Stad,146563.569,488126.846
0009,Parallelpoort,Verkeersbrug,Underpass,4. Moderate,1981,SB AIB,Gemeente Almere,History,24.8,9,223.2,Zenderstraat_Paralleldreef,52.353826,5.1950858,6.5,2.6,0,0,2300,29D8A296D387C5C5E0500A0A57326FCA,Paralleldreef,Bedrijventerreinen,Gooisekant,Almere Stad,141962.535,484857.71
1006,Meerpoort,Verkeersbrug,Underpass,4. Moderate,1981,SB AIB,Gemeente Almere,Existing,11,5.2,57.2,Zandwierde 16~25,52.3353663,5.2131078,5,2.7,0,0,2100,29D8A296D973C5C5E0500A0A57326FCA,Strandweg,Woongebied,De Wierden,Almere Haven,143152.832,482983.885
